Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40442.60113,39862.57556,40698.34018,41270.8673,42410.32605,43033.24352,44140.14279,45551.4148,47041.18478,48714.53055,50163.88947,50165.71994,50568.10111,51569.81769,53035.78291,54395.35648,55411.43755,55916.71538,55314.66006,53440.91154,54359.13397,54806.11693,55632.92976,56269.95643,57273.12907,58509.58354,59043.21146,60062.22231,61498.36983,62530.38959,
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.173694449,0.098163268,0.090326843,0.174313901,0.284320215,0.191613305,0.116869415,0.152841928,0.064934784,0.109960744,0.121596479,0.091114359,0.046930099,0.050236964,0.030319554,0.032571745,0.02216238,0.03382181,0.106854798,0.052965253,0.047814123,0.03177767,0.029735602,0.017845586,0.030085211,0.03967909,0.025174255,0.024533438,0.010033367,0.011277646,0.013859608,0.010045118,0.009322395,0.01089138,0.022102698,0.029068142,0.073526135,0.097111633,0.144271569,0.096684492,0.125891251,0.16488057,0.148612125,0.119870041,0.091261258,0.076443012,0.076618906,0.079937617,0.071173889,,
"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.593038063,6.727091898,6.905254518,6.050080135,7.387809626,7.548091762,8.401323848,9.835109368,10.01692955,9.430423687,8.974515911,7.832096224,6.691074281,5.926485364,5.907232603,5.825321749,7.005541563,5.087498526,2.051587431,0.960194813,3.07942374,4.224235304,6.086257999,6.298808789,7.341419795,7.519443712,5.998915458,5.921211398,5.638147958,,
Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0.106237389,0.060031701,0.055522715,0.107312864,0.168634427,0.109421163,0.069000916,0.087799191,0.038844905,0.068731763,0.076625015,0.055181472,0.028031593,0.031458947,0.018628816,0.019770536,0.014124341,0.022659641,0.074335807,0.033370091,0.030411084,0.019696301,0.01841983,0.011088357,0.020166598,0.026313645,0.016948667,0.016423334,0.006569383,0.007082259,0.0082621,0.00611731,0.005587892,0.006370479,0.013744696,0.01804413,0.04775136,0.056179218,0.080297713,0.058244814,0.072281204,0.092537256,0.090442343,0.073347207,0.059451945,0.051064326,0.05165895,0.053752795,0.045617495,,
"Services, value added per worker (constant 2010 US$)",NV.SRV.EMPL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84419.77316,86361.44057,88368.87466,89872.89354,90969.08475,92322.97415,94070.96515,95718.13186,97663.64469,98603.16004,99056.49296,98929.94291,99547.25422,102065.2005,103100.5612,103225.2962,103710.9912,104489.1207,105844.094,105888.5014,106489.0612,108240.4266,,
"Manufacturing, value added (constant 2010 US$)",NV.IND.MANF.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31E+12,1.37E+12,1.45E+12,1.55E+12,1.49E+12,1.50E+12,1.59E+12,1.70E+12,1.75E+12,1.85E+12,1.91E+12,1.87E+12,1.70E+12,1.79E+12,1.79E+12,1.79E+12,1.84E+12,1.87E+12,1.89E+12,1.88E+12,1.93E+12,2.00E+12,,
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,,,,,,,,,,,3949000000,621000000,-3373000000,4111000000,-815000000,15976000000,-1631000000,-23094000000,-25367000000,-22544000000,-13056000000,-12519000000,-19974000000,-51642000000,-1.03E+11,-1.14E+11,-1.32E+11,-1.45E+11,-1.09E+11,-86742000000,-77854000000,-28613000000,-34738000000,-65174000000,-92487000000,-89762000000,-96377000000,-1.02E+11,-1.63E+11,-2.56E+11,-3.75E+11,-3.68E+11,-4.25E+11,-5.03E+11,-6.19E+11,-7.21E+11,-7.71E+11,-7.18E+11,-7.23E+11,-3.96E+11,-5.14E+11,-5.79E+11,-5.69E+11,-4.91E+11,-5.08E+11,-5.27E+11,-5.13E+11,-5.56E+11,-6.09E+11,-6.10E+11,
Changes in inventories (current US$),NE.GDI.STKB.CD,,,,,,,,,,,2001000000,8256000000,9107000000,15878000000,13990000000,-6256000000,17116000000,22324000000,25791000000,17984000000,-6331000000,29809000000,-14914000000,-5751000000,65405000000,21824000000,6571000000,27149000000,18482000000,27693000000,14546000000,-394000000,16328000000,20814000000,63785000000,31174000000,30799000000,70927000000,63719000000,60816000000,54544000000,-38284000000,19975000000,14094000000,64068000000,57513000000,68989000000,33950000000,-29241000000,-1.51E+11,53917000000,46262000000,71212000000,1.05E+11,83966000000,1.37E+11,28352000000,16324000000,57736000000,49100000000,
Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,,,,,,,,,,,5.30E+12,5.47E+12,5.76E+12,6.02E+12,5.96E+12,5.95E+12,6.30E+12,6.61E+12,6.94E+12,7.10E+12,7.01E+12,7.17E+12,7.14E+12,7.55E+12,8.12E+12,8.50E+12,8.82E+12,9.10E+12,9.40E+12,9.69E+12,9.84E+12,9.79E+12,1.01E+13,1.05E+13,1.09E+13,1.12E+13,1.16E+13,1.21E+13,1.28E+13,1.35E+13,1.41E+13,1.43E+13,1.46E+13,1.51E+13,1.58E+13,1.63E+13,1.68E+13,1.70E+13,1.68E+13,1.62E+13,1.67E+13,1.70E+13,1.73E+13,1.76E+13,1.81E+13,1.88E+13,1.91E+13,1.96E+13,2.02E+13,2.07E+13,
Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,,,,,,,,,,,3.18E+12,3.30E+12,3.50E+12,3.68E+12,3.65E+12,3.73E+12,3.94E+12,4.10E+12,4.28E+12,4.39E+12,4.37E+12,4.43E+12,4.50E+12,4.75E+12,5.00E+12,5.26E+12,5.48E+12,5.66E+12,5.90E+12,6.07E+12,6.20E+12,6.21E+12,6.43E+12,6.66E+12,6.92E+12,7.12E+12,7.37E+12,7.65E+12,8.05E+12,8.48E+12,8.91E+12,9.13E+12,9.37E+12,9.66E+12,1.00E+13,1.04E+13,1.07E+13,1.09E+13,1.09E+13,1.08E+13,1.10E+13,1.12E+13,1.13E+13,1.15E+13,1.18E+13,1.23E+13,1.26E+13,1.30E+13,1.33E+13,1.36E+13,
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,,,,,,,,,,,36.7983368,38.02281369,37.66122098,35.86647727,35.35651149,37.33404142,35.81330869,36.17938767,36.21138817,31.10344546,30.85804251,28.27031725,35.39823009,35.99137931,32.22762936,32.16102562,31.23848434,30.64799222,30.74089151,31.47697654,31.04706583,32.53915139,33.31257574,33.16090075,36.13957573,35.89819358,36.66726149,37.54455446,39.58733565,39.0254209,37.98010849,40.80125579,42.97808907,43.4872516,42.82187447,43.02369478,44.00554641,44.68537316,44.67075326,47.20333918,45.2701058,45.30142057,45.13772986,44.59558049,44.75487376,45.54804498,46.74703414,47.38384432,47.64469044,48.86220738,
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,,,62.91266225,61.29114288,61.85574745,61.97370811,62.03513782,64.9229907,67.65619808,69.24674628,66.69566912,68.55749622,67.59736904,62.18509538,63.86425801,65.65017297,67.16203619,67.29508181,66.72434659,66.00601115,65.54553423,67.29077479,66.94046881,67.1310983,67.25997736,69.90606137,71.98343097,70.19026243,,68.83388313,74.04775771,75.84156735,76.30921149,76.64483615,77.97323417,77.1321289,77.77884206,80.44998851,81.93583161,82.81986863,82.36736154,81.6713505,81.53411821,80.2980441,74.40886197,73.1628362,78.71601121,76.93657088,73.14511491,66.17083993,65.44958632,62.1334403,62.02112392,61.18424574,61.42200375,63.71465291,63.26049446,61.37093684,58.91120911,59.11423257,
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,16170700000,15738600000,17522900000,18374900000,20078500000,22912900000,27730300000,28748300000,35359300000,38400900000,42692500000,48743100000,59337000000,74288600000,1.10E+11,1.06E+11,1.32E+11,1.60E+11,1.86E+11,2.22E+11,2.57E+11,2.73E+11,2.55E+11,2.70E+11,3.41E+11,3.62E+11,3.87E+11,4.24E+11,4.60E+11,4.93E+11,5.17E+11,5.09E+11,5.53E+11,6.03E+11,6.89E+11,7.71E+11,8.18E+11,8.99E+11,9.45E+11,1.05E+12,1.24E+12,1.18E+12,1.20E+12,1.31E+12,1.53E+12,1.73E+12,1.92E+12,2.02E+12,2.17E+12,1.60E+12,1.97E+12,2.21E+12,2.28E+12,2.27E+12,2.35E+12,2.24E+12,2.19E+12,2.34E+12,2.54E+12,2.50E+12,
Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,11.25409662,11.06675196,10.73184122,10.40120484,8.853038226,8.390881309,7.636127113,7.75199926,7.696143741,8.153025607,8.637003482,11.76448298,25.12598327,27.2475068,27.85712935,29.89324148,24.52603864,29.28974264,32.84494244,31.06806914,26.6462297,22.39017878,18.65053504,15.52299558,10.42779967,11.06582476,,11.37790607,13.28265919,11.44642834,10.5984693,9.821875612,8.722001696,8.171030043,9.425172331,9.191862221,6.581474734,7.48412629,11.1144488,10.68654312,10.04727244,12.35717254,14.23788759,17.3735176,17.98120571,18.45454804,23.18260503,17.42226151,18.49754765,20.43967338,18.6356281,16.75962394,14.84994128,8.664991767,7.25649031,8.478603213,9.248308244,8.177818989,
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,5.2,5.31,5.25,5.12,,4.59,4.44,4.34,4.49,3.88,3.87,3.82,3.98,3.53,3.31,3.23,3.14,3.01,3.1,3,2.96,3.03,2.99,2.87,2.93,2.8,2.76,3.36,3.25,8.7,
"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46379000000,49672000000,53808000000,58451000000,58864000000,64174000000,60525000000,59017000000,61244000000,70332000000,74111000000,78374000000,82605000000,84318000000,82510000000,85165000000,86623000000,90340000000,91117000000,96248000000,1.03E+11,1.09E+11,1.18E+11,1.26E+11,1.35E+11,
Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,100,,,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,,,1.05,,,,,1.052,,,,,1.053,,,,,1.052,,,,,1.051,,,,,1.05,,,1.049,,1.049,,,,,1.048,,,,,1.048,,,,,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.047,1.047,1.047,1.047,,
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,4.26022223,4.283308484,4.323174923,4.36669727,4.404229223,4.439043017,4.491790631,4.535216111,4.558810883,4.562761297,4.557857749,4.583110732,4.59517808,4.584229133,4.559217269,4.538540091,4.548522656,4.571283015,4.596497361,4.622507313,4.654571111,4.692679221,4.738929408,4.773625414,4.782056836,4.76298982,4.728360633,4.680696885,4.614994834,4.531355144,4.434566855,4.318081113,4.199039761,4.084235331,3.987170898,3.917595993,3.865181941,3.846410658,3.85714351,3.892192101,3.948089969,4.02329314,4.11528724,4.227855548,4.368633188,4.540326296,4.723985825,4.938125073,5.16260723,5.370967421,5.549079911,5.681089875,5.786160747,5.872621758,5.955287751,6.042013406,6.123219029,6.20346891,6.274946886,6.326275523,
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.143580263,6.201047121,6.30698184,6.463254816,6.663508076,6.893363457,7.118413767,7.368436112,7.630323284,7.878321808,8.091554699,8.27869867,8.416813506,8.525824251,8.630721962,8.7407759,8.835163108,8.93140837,9.019083127,9.075111829,9.081981383,9.042687923,8.96013313,8.838493147,8.6819272,8.494019134,8.25672543,8.000406875,7.748267863,7.519710112,7.321333132,7.144327088,6.984111036,6.844620519,6.726193181,6.629449691,6.590282414,6.565563438,6.546930719,6.532509756,6.526741511,6.549363788,6.586036464,6.633249865,6.685911418,6.738986888,6.763107385,6.781918099,6.793270274,6.798144717,6.799570966,6.846224706,6.900649521,6.949424119,6.972291367,6.95553921,6.908222445,6.825574528,6.723415949,6.624465562,
"Population ages 0-14, male",SP.POP.0014.MA.IN,28312643,28891218,29295219,29557749,29741107,29842881,29879415,29858649,29765199,29617748,29483683,29175891,28831536,28447756,28023066,27591284,27442951,27243554,27024321,26837461,26666196,26523568,26435192,26398085,26397724,26446104,26619772,26823931,27064798,27339420,27680873,28210030,28746975,29233491,29642373,29986926,30382286,30696095,30932373,31140200,31330276,31396354,31501156,31584885,31622791,31577348,31782381,31886002,31928302,31946371,31967004,31898118,31801547,31687668,31593585,31510030,31404869,31327678,31239420,31117936,
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,29.2,28.6,28.1,27.5,26.8,26.1,25.5,24.8,24,23.2,22.3,21.4,20.6,19.6,18.7,17.7,16.8,16.1,15.3,14.6,14,13.4,12.9,12.4,12.1,11.9,11.6,11.3,11,10.7,10.4,10.1,9.7,9.4,9,8.7,8.4,8.2,8,7.9,7.8,7.7,7.6,7.6,7.5,7.4,7.3,7.2,7.1,6.9,6.8,6.7,6.6,6.5,6.4,6.3,6.3,6.2,6.1,6,
"International migrant stock, total",SM.POP.TOTL,10825599,,,,,11354439,,,,,11973787,,,,,13991349,,,,,16364410,,,,,19491741,,,,,23251026,,,,,28451053,,,,,34814053,,,,,39258293,,,,,44183643,,,,,46627102,,,,,
Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.139999866,6.559999943,6.420000076,6,5.460000038,5.010000229,4.789999962,5.630000114,6.940000057,7.230000019,6.739999771,6.349999905,5.829999924,5.900000095,7.420000076,11.72999954,12.31999969,11.56999969,10.42000008,9.680000305,8.090000153,7.090000153,6.46999979,5.769999981,5.170000076,4.840000153,10.46000004
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.30813814,44.42729423,44.56868607,44.68533613,45.1603889,45.21160624,45.29836416,45.46939629,45.49132942,45.54438169,45.55913132,45.61769723,45.67301144,45.81929391,45.75640182,45.78958451,45.76868936,45.82784966,45.97261121,46.17637567,46.18396729,46.11519505,45.9403054,45.91240448,45.96452856,45.86526734,45.87084197,46.02558372,46.0599759,46.16362585,
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.11999893,47.59999847,48.34000015,49.5,49.18000031,49.06999969,51.90999985,51.88000107,52.45999908,52.70000076,53.61000061,53.72000122,55.06999969,55.06999969,54.47999954,53.58000183,53.70000076,52.36000061,52.36999893,52.79999924,52.68000031,52.88000107,52.81000137,52.68999863,53.79999924,54.25999832,52.83000183
"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.020000458,8.699999809,8.819999695,8.800000191,8.56000042,8.43999958,8.279999733,7.949999809,7.659999847,7.570000172,7.480000019,7.360000134,7.570000172,7.570000172,7.46999979,7.400000095,7.21999979,7.019999981,7.090000153,7.050000191,6.820000172,6.75,6.599999905,6.449999809,6.440000057,6.389999866,6.25,6.28000021,6.090000153,
"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.418213,2695.827148,2925.869385,3162.62207,3341.921387,3524.869385,3661.83252,3843.603027,3894.877686,3964.643311,4073.08667,4173.13623,4321.231445,4388.688965,4493.275879,4679.181152,4900.680664,5078.861816,5268.0625,,
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.54207516,13.2191925,14.00746441,14.52157784,14.60988235,14.60567665,14.70215797,14.91858959,15.28626251,16.28372383,16.34537888,16.29982948,16.28528976,16.21042252,16.40644836,16.71075249,17.04898262,17.00361443,16.88529778,,
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.19277139,88.30727448,88.42129085,88.53512604,88.64907574,88.76222799,88.87549532,88.98857764,89.10146831,89.21416499,89.32636091,89.44050417,89.55568244,89.67251153,89.79068226,89.84832914,89.90689919,89.96699811,,,
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,1.1,,,,1.1,,,,0.8,,,0.5,,,,,,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56,,,,54.71,,,,,
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,26.2,25.8,25.3,24.8,24.3,23.7,23.1,22.5,21.7,21.1,20.4,19.6,18.7,18,17.2,16.6,15.8,15.1,14.4,13.8,13.3,12.8,12.3,11.9,11.6,11.2,11,10.8,10.5,10.3,9.9,9.6,9.3,9,8.8,8.5,8.2,8,7.9,7.7,7.6,7.5,7.4,7.3,7.2,7.1,7.1,7,6.9,6.7,6.6,6.5,6.4,6.3,6.2,6.2,6.1,6,6,5.9,
Number of deaths ages 10-14 years,SH.DTH.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4625,4582,4577,4592,4607,4603,4568,4504,4419,4324,4229,4151,4087,4023,3937,3815,3657,3485,3318,3177,3074,2997,2958,2950,2967,3005,3075,3146,3204,3229,
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.63469696,89.13581848,90.05815125,95.33791351,90.29271698,,,
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18780005,1.264150023,1.36390996,1.481430054,,1.642289996,,
"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.78683,14.69697,,14.62452,,,
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8522568,103.3841705,,
"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.35566,,,,,75.73483,,,69.58227,71.74905,70.01388,,,,,
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,93.94062042,,,,,,,,,,96.1880188,,,,,,,,,,,,,,,,,,,,,,,,98.33006287,98.34394073,98.43890381,,98.61711884,98.56479645,98.6701889,98.73181915,98.7496109,98.8650589,98.82260895,98.78043365,98.85513306,,99.08132935,,
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,1.038869977,1.032320023,1.020689964,1.022760034,1.020699978,1.02294004,1.011559963,,,0.997739971,0.998380005,,0.988919973,0.991439998,1.001360059,0.993629992,,1.031209946,,0.999350011,1.007310033,1.001250029,1.002550006,1.007660031,1.00387001,1.001629949,1.003090024,0.999849975,1.009789944,1.000800014,1.004340053,0.994899988,0.997099996,1.004230022,1.005079985,0.996259987,0.993629992,0.994700015,,
Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19E+11,3.35E+11,3.47E+11,3.67E+11,3.58E+11,3.84E+11,4.05E+11,4.42E+11,4.72E+11,5.11E+11,5.18E+11,5.22E+11,4.72E+11,5.09E+11,5.45E+11,5.73E+11,6.10E+11,6.44E+11,6.63E+11,6.68E+11,6.86E+11,7.42E+11,,
"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02E+13,1.02E+13,1.05E+13,1.08E+13,1.12E+13,1.15E+13,1.20E+13,1.25E+13,1.30E+13,1.37E+13,1.43E+13,1.44E+13,1.47E+13,1.51E+13,1.57E+13,1.62E+13,1.66E+13,1.70E+13,1.71E+13,1.66E+13,1.71E+13,1.74E+13,1.78E+13,1.81E+13,1.85E+13,1.91E+13,1.94E+13,1.98E+13,2.04E+13,,
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.9677,48382.55845,47099.98047,48467.51578,49886.81811,51610.60528,53117.66785,55064.74455,56839.38177,57951.58408,60062.22231,62996.47129,65297.51751,
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.108947114,0.129652487,0.120869426,0.157690321,0.147974849,0.159835738,0.151763855,0.153280344,0.171731965,0.18251762,0.150946211,0.117360494,0.126035878,0.106904368,0.101097751,0.087204541,0.103213305,0.1087951,0.110941478,0.113603154,0.125224518,0.101773585,0.101879536,0.134981639,0.116394521,0.117525229,0.107446175,0.102145809,0.074901424,0.077368737,0.07261894,0.059121241,0.056626353,0.056774457,0.060638345,0.057917597,0.059151987,0.062070235,0.048913844,0.036483542,0.044943214,0.049216132,0.042465069,0.045264616,0.043962088,0.036084623,0.035697121,0.03928102,0.041948834,,
"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89E+11,4.10E+11,4.44E+11,4.07E+11,5.30E+11,5.72E+11,6.76E+11,8.45E+11,9.15E+11,9.14E+11,9.32E+11,8.41E+11,7.40E+11,6.83E+11,7.27E+11,7.67E+11,9.86E+11,7.40E+11,3.01E+11,1.38E+11,4.66E+11,6.69E+11,1.01E+12,1.08E+12,1.33E+12,1.41E+12,1.14E+12,1.17E+12,1.17E+12,,
